NewsOutletCountry,Theme,ActionCountry,Actor,avg(Tone)
RP,PMESII-PT-Social ,SN,RUS,-1.7361111640930176
RP,PMESII-PT-Social ,SN,USA,0.6364625418186187
RP,PMESII-PT-Social ,TW,CHN,-2.0296111805685637
RP,PMESII-PT-Social ,TW,RUS,-1.9777655363082887
RP,PMESII-PT-Social ,TW,USA,-1.4467201690438767
RP,PMESII-PT-Social ,VM,CHN,-1.4140052172872755
RP,PMESII-PT-Social ,VM,RUS,-0.11154857277870178
RP,PMESII-PT-Social ,VM,USA,-0.9159868762773626
RS,PMESII-PT-Economic ,CH,CHN,-0.36318716341687873
RS,PMESII-PT-Economic ,CH,RUS,0.4062085411554155
RS,PMESII-PT-Economic ,CH,USA,-1.9032114344607494
RS,PMESII-PT-Economic ,ID,CHN,0.5925466641783714
RS,PMESII-PT-Economic ,ID,RUS,0.8453368992993125
RS,PMESII-PT-Economic ,ID,USA,-1.9657428503036498
RS,PMESII-PT-Economic ,JA,CHN,-0.8026006501913071
RS,PMESII-PT-Economic ,JA,RUS,-1.0779286284833949
RS,PMESII-PT-Economic ,JA,USA,-1.408128023147583
RS,PMESII-PT-Economic ,MY,CHN,-1.2822721579245158
RS,PMESII-PT-Economic ,MY,RUS,1.015325007530359
RS,PMESII-PT-Economic ,MY,USA,-2.406571547190348
RS,PMESII-PT-Economic ,RP,CHN,-1.8054778387672024
RS,PMESII-PT-Economic ,RP,RUS,0.23722256183624268
RS,PMESII-PT-Economic ,RP,USA,-2.774882525205612
RS,PMESII-PT-Economic ,SN,CHN,-4.87960821390152
RS,PMESII-PT-Economic ,SN,RUS,1.1540297215635127
RS,PMESII-PT-Economic ,SN,USA,-0.924134373664856
RS,PMESII-PT-Economic ,TW,CHN,-2.270522095836126
RS,PMESII-PT-Economic ,TW,RUS,-1.946317884055051
RS,PMESII-PT-Economic ,TW,USA,-1.028277667129741
RS,PMESII-PT-Economic ,VM,CHN,-1.6701512060783528
RS,PMESII-PT-Economic ,VM,RUS,1.4976959077411154
RS,PMESII-PT-Economic ,VM,USA,-2.2658498734235764
RS,PMESII-PT-Information ,CH,CHN,-1.2162323796724435
RS,PMESII-PT-Information ,CH,RUS,-0.16692776163059003
RS,PMESII-PT-Information ,CH,USA,-1.949098501707378
RS,PMESII-PT-Information ,ID,CHN,-0.6062028408050537
RS,PMESII-PT-Information ,ID,RUS,1.0199264335632323
RS,PMESII-PT-Information ,ID,USA,1.4432989358901978
RS,PMESII-PT-Information ,JA,CHN,-2.039338688055674
RS,PMESII-PT-Information ,JA,RUS,-1.5287326800947387
RS,PMESII-PT-Information ,JA,USA,-1.355602271281756
RS,PMESII-PT-Information ,MY,CHN,-0.29998916387557983
RS,PMESII-PT-Information ,MY,RUS,1.2516121425126727
RS,PMESII-PT-Information ,MY,USA,-2.214022159576416
RS,PMESII-PT-Information ,RP,CHN,-3.0722167227003307
RS,PMESII-PT-Information ,RP,RUS,-2.473327711224556
RS,PMESII-PT-Information ,RP,USA,-2.10559766292572
RS,PMESII-PT-Information ,SN,CHN,-0.05116585890452067
RS,PMESII-PT-Information ,SN,RUS,-3.3227006594340005
RS,PMESII-PT-Information ,SN,USA,0.7084998190402985
RS,PMESII-PT-Information ,TW,CHN,-1.7870950259268283
RS,PMESII-PT-Information ,TW,RUS,-1.826363509351557
RS,PMESII-PT-Information ,TW,USA,0.5100630013381734
RS,PMESII-PT-Information ,VM,CHN,-1.1373000621795655
RS,PMESII-PT-Information ,VM,RUS,1.5725827986624703
RS,PMESII-PT-Information ,VM,USA,-0.6423090100288391
RS,PMESII-PT-Infrastructure,CH,CHN,-0.8973783657485183
RS,PMESII-PT-Infrastructure,CH,RUS,-0.10993729734336506
RS,PMESII-PT-Infrastructure,CH,USA,-2.0435483087192883
RS,PMESII-PT-Infrastructure,ID,CHN,-1.230080246925354
RS,PMESII-PT-Infrastructure,ID,RUS,-0.7559979678927988
RS,PMESII-PT-Infrastructure,ID,USA,-5.634067988395691
RS,PMESII-PT-Infrastructure,JA,CHN,-2.4629212644696237
RS,PMESII-PT-Infrastructure,JA,RUS,-1.9292621290728227
RS,PMESII-PT-Infrastructure,JA,USA,-2.3223446057393002
RS,PMESII-PT-Infrastructure,MY,CHN,-1.3164775239096747
RS,PMESII-PT-Infrastructure,MY,RUS,-0.12209780871868134
RS,PMESII-PT-Infrastructure,MY,USA,-4.722381591796875
RS,PMESII-PT-Infrastructure,RP,CHN,-3.4229236030578614
RS,PMESII-PT-Infrastructure,RP,RUS,-1.099875162045161
RS,PMESII-PT-Infrastructure,RP,USA,-2.441217916352408
RS,PMESII-PT-Infrastructure,SN,CHN,-1.8775712251663208
RS,PMESII-PT-Infrastructure,SN,RUS,-2.959213651716709
RS,PMESII-PT-Infrastructure,SN,USA,-0.1953043838342031
RS,PMESII-PT-Infrastructure,TW,CHN,-1.928663813173771
RS,PMESII-PT-Infrastructure,TW,RUS,-0.6099543869495392
RS,PMESII-PT-Infrastructure,TW,USA,-2.0042923521995544
RS,PMESII-PT-Infrastructure,VM,CHN,-1.6337576129219749
RS,PMESII-PT-Infrastructure,VM,RUS,0.908669375062707
RS,PMESII-PT-Infrastructure,VM,USA,-1.9527571002642314
RS,PMESII-PT-Military ,CH,CHN,-1.588498037086999
RS,PMESII-PT-Military ,CH,RUS,-0.6668111777238881
RS,PMESII-PT-Military ,CH,USA,-2.151138880746622
RS,PMESII-PT-Military ,ID,CHN,-1.9891358522268443
RS,PMESII-PT-Military ,ID,RUS,-0.2671469170313615
RS,PMESII-PT-Military ,ID,USA,2.0634387731552124
RS,PMESII-PT-Military ,JA,CHN,-2.7871481221718866
RS,PMESII-PT-Military ,JA,RUS,-2.3312381646432327
RS,PMESII-PT-Military ,JA,USA,-2.1846752632029203
RS,PMESII-PT-Military ,MY,CHN,2.027027130126953
RS,PMESII-PT-Military ,MY,RUS,0.039086291850623435
RS,PMESII-PT-Military ,MY,USA,-2.961082935333252
RS,PMESII-PT-Military ,RP,CHN,-3.359972643924047
RS,PMESII-PT-Military ,RP,RUS,-2.382232470313708
RS,PMESII-PT-Military ,RP,USA,-2.5931593852658428
RS,PMESII-PT-Military ,SN,CHN,-1.926018585761388
RS,PMESII-PT-Military ,SN,RUS,-3.434897940409811
RS,PMESII-PT-Military ,SN,USA,-1.010432013443538
RS,PMESII-PT-Military ,TW,CHN,-2.373629080851477
RS,PMESII-PT-Military ,TW,RUS,-2.5229684152910785
RS,PMESII-PT-Military ,TW,USA,-1.9650225704297042
RS,PMESII-PT-Military ,VM,CHN,-3.0910019356271494
RS,PMESII-PT-Military ,VM,RUS,0.9186100622827418
RS,PMESII-PT-Military ,VM,USA,-2.269321755721019
RS,PMESII-PT-Not Assigned,CH,CHN,-1.545115257138448
RS,PMESII-PT-Not Assigned,CH,RUS,0.259476506284305
RS,PMESII-PT-Not Assigned,CH,USA,-3.248418845063032
RS,PMESII-PT-Not Assigned,ID,CHN,5.081300735473633
RS,PMESII-PT-Not Assigned,ID,RUS,0.5134383602575823
RS,PMESII-PT-Not Assigned,ID,USA,1.4432989358901978
RS,PMESII-PT-Not Assigned,JA,CHN,-4.212912761113223
RS,PMESII-PT-Not Assigned,JA,RUS,-2.4423813880353733
RS,PMESII-PT-Not Assigned,JA,USA,-3.707594045003255
RS,PMESII-PT-Not Assigned,MY,CHN,-0.49121472239494324
RS,PMESII-PT-Not Assigned,MY,RUS,-0.5004810045162836
RS,PMESII-PT-Not Assigned,RP,CHN,-3.9859641393025718
RS,PMESII-PT-Not Assigned,RP,RUS,-7.113801717758179
RS,PMESII-PT-Not Assigned,RP,USA,-4.857116341590881
RS,PMESII-PT-Not Assigned,SN,RUS,3.6279282569885254
RS,PMESII-PT-Not Assigned,SN,USA,-2.5062143206596375
RS,PMESII-PT-Not Assigned,TW,CHN,-2.2131325530891237
RS,PMESII-PT-Not Assigned,TW,RUS,-1.9246112257242203
RS,PMESII-PT-Not Assigned,TW,USA,-3.209546849131584
RS,PMESII-PT-Not Assigned,VM,CHN,-5.633802890777588
RS,PMESII-PT-Not Assigned,VM,RUS,1.3957262799447896
RS,PMESII-PT-Not Assigned,VM,USA,-3.710538943608602
RS,PMESII-PT-Physical Environment ,CH,CHN,-0.8567350568266632
RS,PMESII-PT-Physical Environment ,CH,RUS,-0.09259388636786411
RS,PMESII-PT-Physical Environment ,CH,USA,-1.5669969775877546
RS,PMESII-PT-Physical Environment ,ID,CHN,-0.4231612980365753
RS,PMESII-PT-Physical Environment ,ID,RUS,-0.8708068227514307
RS,PMESII-PT-Physical Environment ,ID,USA,-3.9902658820152284
RS,PMESII-PT-Physical Environment ,JA,CHN,-2.362935787293969
RS,PMESII-PT-Physical Environment ,JA,RUS,-1.801415441021357
RS,PMESII-PT-Physical Environment ,JA,USA,-2.21127440067737
RS,PMESII-PT-Physical Environment ,MY,CHN,-2.931360697746277
RS,PMESII-PT-Physical Environment ,MY,RUS,0.3587436539431413
RS,PMESII-PT-Physical Environment ,MY,USA,-3.930917421976725
RS,PMESII-PT-Physical Environment ,RP,CHN,-3.3233832559918843
RS,PMESII-PT-Physical Environment ,RP,RUS,-1.8348618550547238
RS,PMESII-PT-Physical Environment ,RP,USA,-2.481443320001875
RS,PMESII-PT-Physical Environment ,SN,CHN,2.523683786392212
RS,PMESII-PT-Physical Environment ,SN,RUS,-2.1449433650289262
RS,PMESII-PT-Physical Environment ,SN,USA,1.6411969661712646
RS,PMESII-PT-Physical Environment ,TW,CHN,-2.2719324841274053
RS,PMESII-PT-Physical Environment ,TW,RUS,-0.3704938776791096
RS,PMESII-PT-Physical Environment ,TW,USA,-1.2036997071083855
RS,PMESII-PT-Physical Environment ,VM,CHN,-3.797665943702062
RS,PMESII-PT-Physical Environment ,VM,RUS,1.5252020645687598
RS,PMESII-PT-Physical Environment ,VM,USA,-3.894188404083252
RS,PMESII-PT-Political,CH,CHN,-0.8438465218682106
RS,PMESII-PT-Political,CH,RUS,0.1725904658575337
RS,PMESII-PT-Political,CH,USA,-2.095270192875879
RS,PMESII-PT-Political,ID,CHN,-0.39205741830940904
RS,PMESII-PT-Political,ID,RUS,1.003407220091295
RS,PMESII-PT-Political,ID,USA,-0.6253340244293213
RS,PMESII-PT-Political,JA,CHN,-2.3214640505313873
RS,PMESII-PT-Political,JA,RUS,-2.036588380816044
RS,PMESII-PT-Political,JA,USA,-1.3661206041286194
RS,PMESII-PT-Political,MY,CHN,-1.537195536223325
RS,PMESII-PT-Political,MY,RUS,0.6681752222555655
RS,PMESII-PT-Political,MY,USA,-2.943889776865641
RS,PMESII-PT-Political,RP,CHN,-3.512446562225899
RS,PMESII-PT-Political,RP,RUS,-1.7686918144876307
RS,PMESII-PT-Political,RP,USA,-2.1153570413589478
RS,PMESII-PT-Political,SN,CHN,-2.5401562537465776
RS,PMESII-PT-Political,SN,RUS,-1.1444626795618158
RS,PMESII-PT-Political,SN,USA,-1.0955257639288902
RS,PMESII-PT-Political,TW,CHN,-1.7124546341241769
RS,PMESII-PT-Political,TW,RUS,-1.1340118984381358
RS,PMESII-PT-Political,TW,USA,-1.0976318892192196
RS,PMESII-PT-Political,VM,CHN,-1.1271622475575318
RS,PMESII-PT-Political,VM,RUS,1.846627564317745
RS,PMESII-PT-Political,VM,USA,-2.230335268836755
RS,PMESII-PT-Social ,CH,CHN,-0.5365935384715463
RS,PMESII-PT-Social ,CH,RUS,0.27324459663256156
RS,PMESII-PT-Social ,CH,USA,-2.1443686082257694
RS,PMESII-PT-Social ,ID,CHN,-0.019629901339267862
RS,PMESII-PT-Social ,ID,RUS,0.5483793064824536
RS,PMESII-PT-Social ,ID,USA,-2.283197743552072
RS,PMESII-PT-Social ,JA,CHN,-1.7214517387785488
RS,PMESII-PT-Social ,JA,RUS,-1.813420800269943
RS,PMESII-PT-Social ,JA,USA,-1.4737852013941053
RS,PMESII-PT-Social ,MY,CHN,-0.5260080198446909
RS,PMESII-PT-Social ,MY,RUS,0.7688232544642776
RS,PMESII-PT-Social ,MY,USA,-2.587552547454834
RS,PMESII-PT-Social ,RP,CHN,-3.1490024382417854
RS,PMESII-PT-Social ,RP,RUS,-1.4105925580202523
RS,PMESII-PT-Social ,RP,USA,-2.273178903119905
RS,PMESII-PT-Social ,SN,CHN,-1.1324434322970254
RS,PMESII-PT-Social ,SN,RUS,-1.6496511101722717
RS,PMESII-PT-Social ,SN,USA,-1.0617653944275596
RS,PMESII-PT-Social ,TW,CHN,-2.133246526411436
RS,PMESII-PT-Social ,TW,RUS,-1.1929671670101127
RS,PMESII-PT-Social ,TW,USA,-1.563231762785178
RS,PMESII-PT-Social ,VM,CHN,-1.3234699902738012
RS,PMESII-PT-Social ,VM,RUS,1.71127266793287
RS,PMESII-PT-Social ,VM,USA,-2.560562157914752
SN,PMESII-PT-Economic ,CH,CHN,-0.7864163949953945
SN,PMESII-PT-Economic ,CH,RUS,-2.0128669938934385
SN,PMESII-PT-Economic ,CH,USA,-1.4230579873097893
SN,PMESII-PT-Economic ,ID,CHN,0.5049056555773761
SN,PMESII-PT-Economic ,ID,RUS,-3.250464379787445
SN,PMESII-PT-Economic ,ID,USA,0.18559616194529968
SN,PMESII-PT-Economic ,JA,CHN,-0.48461557778396774
SN,PMESII-PT-Economic ,JA,RUS,-2.677366097768148
SN,PMESII-PT-Economic ,JA,USA,-0.24730698333359233
SN,PMESII-PT-Economic ,MY,CHN,0.9846995029365644
SN,PMESII-PT-Economic ,MY,RUS,0.582714148930141
SN,PMESII-PT-Economic ,MY,USA,-0.6560668595779089
SN,PMESII-PT-Economic ,RP,CHN,-3.2191705783563003
SN,PMESII-PT-Economic ,RP,USA,-0.013935813307762146
SN,PMESII-PT-Economic ,SN,CHN,-0.18636393899980344
SN,PMESII-PT-Economic ,SN,RUS,-3.9964954682758878
SN,PMESII-PT-Economic ,SN,USA,0.7395817386715309
SN,PMESII-PT-Economic ,TW,CHN,-1.7089324289789567
SN,PMESII-PT-Economic ,TW,RUS,-2.8767059644063315
SN,PMESII-PT-Economic ,TW,USA,0.06331587086121242
SN,PMESII-PT-Economic ,VM,CHN,-0.6842264176710792
SN,PMESII-PT-Economic ,VM,RUS,-0.4933086521923542
SN,PMESII-PT-Economic ,VM,USA,-0.17203780626639342
SN,PMESII-PT-Information ,CH,CHN,-1.6905650871333875
SN,PMESII-PT-Information ,CH,RUS,-1.3028302246874028
SN,PMESII-PT-Information ,CH,USA,-1.3792960250195656
SN,PMESII-PT-Information ,ID,CHN,3.613828659057617
SN,PMESII-PT-Information ,ID,RUS,-1.5963927209377289
SN,PMESII-PT-Information ,ID,USA,-0.7962439979116122
SN,PMESII-PT-Information ,JA,CHN,-2.527274942646424
SN,PMESII-PT-Information ,JA,RUS,-3.6135207414627075
SN,PMESII-PT-Information ,JA,USA,-0.4434257583184676
SN,PMESII-PT-Information ,MY,CHN,0.9979214833842384
SN,PMESII-PT-Information ,MY,RUS,1.4480114976565044
SN,PMESII-PT-Information ,MY,USA,0.0018282968264359694
SN,PMESII-PT-Information ,RP,CHN,-3.1904609873890877
SN,PMESII-PT-Information ,RP,USA,-3.373401927096503
SN,PMESII-PT-Information ,SN,CHN,-0.625858640128916
SN,PMESII-PT-Information ,SN,RUS,-3.472222328186035
SN,PMESII-PT-Information ,SN,USA,0.826216437307925
SN,PMESII-PT-Information ,TW,CHN,-2.825355057483134
SN,PMESII-PT-Information ,TW,USA,-1.6909561168688994
SN,PMESII-PT-Information ,VM,CHN,0.33757883310317993
SN,PMESII-PT-Information ,VM,RUS,-2.2792089780171714
SN,PMESII-PT-Information ,VM,USA,-3.712883689573833
SN,PMESII-PT-Infrastructure,CH,CHN,-1.6702012177899692
SN,PMESII-PT-Infrastructure,CH,RUS,-1.5666479850426698
SN,PMESII-PT-Infrastructure,CH,USA,-1.712148753293671
SN,PMESII-PT-Infrastructure,ID,CHN,-0.03205658282552447
SN,PMESII-PT-Infrastructure,ID,RUS,-4.993063044548035
SN,PMESII-PT-Infrastructure,ID,USA,0.10141954079947689
SN,PMESII-PT-Infrastructure,JA,CHN,-2.0628869347274303
SN,PMESII-PT-Infrastructure,JA,RUS,-0.432123601436615
SN,PMESII-PT-Infrastructure,JA,USA,-0.7143567790419368
SN,PMESII-PT-Infrastructure,MY,CHN,0.23669521890732706
SN,PMESII-PT-Infrastructure,MY,RUS,1.6411329507827759
SN,PMESII-PT-Infrastructure,MY,USA,-0.8930782601237297
SN,PMESII-PT-Infrastructure,RP,CHN,-3.8077642721134226
SN,PMESII-PT-Infrastructure,RP,RUS,-1.634872555732727
SN,PMESII-PT-Infrastructure,RP,USA,-1.9910600330771469
SN,PMESII-PT-Infrastructure,SN,CHN,-1.587330873249567
SN,PMESII-PT-Infrastructure,SN,RUS,-4.867992719014485
SN,PMESII-PT-Infrastructure,SN,USA,0.09886830173132131
SN,PMESII-PT-Infrastructure,TW,CHN,-2.1977676196374754
SN,PMESII-PT-Infrastructure,TW,RUS,-2.4938008387883506
SN,PMESII-PT-Infrastructure,TW,USA,-1.088379144154746
SN,PMESII-PT-Infrastructure,VM,CHN,-0.6412838101387024
SN,PMESII-PT-Infrastructure,VM,RUS,-0.18171692225668165
SN,PMESII-PT-Infrastructure,VM,USA,-1.5519205512422505
SN,PMESII-PT-Military ,CH,CHN,-2.7949698532889555
SN,PMESII-PT-Military ,CH,RUS,-2.5061757937826292
SN,PMESII-PT-Military ,CH,USA,-2.2011123692812053
SN,PMESII-PT-Military ,ID,CHN,-3.366351842880249
SN,PMESII-PT-Military ,ID,RUS,-2.5080053976603915
SN,PMESII-PT-Military ,ID,USA,-0.8728376189246774
SN,PMESII-PT-Military ,JA,CHN,-1.7052527735078777
SN,PMESII-PT-Military ,JA,RUS,-1.6442790249219308
SN,PMESII-PT-Military ,JA,USA,-1.2449636629223824
SN,PMESII-PT-Military ,MY,CHN,-3.1085016617068537
SN,PMESII-PT-Military ,MY,RUS,-2.0931366284688315
SN,PMESII-PT-Military ,MY,USA,-2.813433230987617
SN,PMESII-PT-Military ,RP,CHN,-3.6894212618266065
SN,PMESII-PT-Military ,RP,RUS,-2.3728814125061035
SN,PMESII-PT-Military ,RP,USA,-2.387651085191303
SN,PMESII-PT-Military ,SN,CHN,-4.070736994241413
SN,PMESII-PT-Military ,SN,RUS,-4.870340299606323
SN,PMESII-PT-Military ,SN,USA,-0.8843066078714199
SN,PMESII-PT-Military ,TW,CHN,-2.9032711930848936
SN,PMESII-PT-Military ,TW,RUS,-2.4938008387883506
SN,PMESII-PT-Military ,TW,USA,-1.1203480704886015
SN,PMESII-PT-Military ,VM,CHN,-0.5632364886502425
SN,PMESII-PT-Military ,VM,RUS,-1.8994136651357014
SN,PMESII-PT-Military ,VM,USA,-2.3450966365635395
SN,PMESII-PT-Not Assigned,CH,CHN,-2.7504183706991814
SN,PMESII-PT-Not Assigned,CH,RUS,-4.263566017150879
SN,PMESII-PT-Not Assigned,CH,USA,-2.4132043650237525
SN,PMESII-PT-Not Assigned,ID,CHN,1.1235954761505127
SN,PMESII-PT-Not Assigned,ID,RUS,-11.286264896392822
SN,PMESII-PT-Not Assigned,ID,USA,-2.912351578474045
SN,PMESII-PT-Not Assigned,JA,CHN,-3.704812061786652
SN,PMESII-PT-Not Assigned,JA,RUS,-2.2979421377182008
SN,PMESII-PT-Not Assigned,JA,USA,-0.2555512587229411
SN,PMESII-PT-Not Assigned,MY,CHN,-0.5355080485343933
SN,PMESII-PT-Not Assigned,MY,RUS,-8.159392356872559
SN,PMESII-PT-Not Assigned,MY,USA,-0.4586249828338623
SN,PMESII-PT-Not Assigned,RP,CHN,-2.831276223063469
SN,PMESII-PT-Not Assigned,RP,USA,-3.8286051750183105
SN,PMESII-PT-Not Assigned,SN,CHN,-2.224278380473455
SN,PMESII-PT-Not Assigned,SN,USA,0.047372230305904296
SN,PMESII-PT-Not Assigned,TW,CHN,-3.5248112738132478
SN,PMESII-PT-Not Assigned,TW,USA,-2.0368008613586426
SN,PMESII-PT-Not Assigned,VM,CHN,-4.327941474815209
SN,PMESII-PT-Not Assigned,VM,USA,-7.981335441271464
SN,PMESII-PT-Physical Environment ,CH,CHN,-1.7635847235158566
SN,PMESII-PT-Physical Environment ,CH,RUS,-2.0969201793011867
SN,PMESII-PT-Physical Environment ,CH,USA,-1.78163202288183
SN,PMESII-PT-Physical Environment ,ID,CHN,0.13564694712036535
SN,PMESII-PT-Physical Environment ,ID,RUS,-0.19799435138702393
SN,PMESII-PT-Physical Environment ,ID,USA,-0.8437478631254165
SN,PMESII-PT-Physical Environment ,JA,CHN,-1.7303619058208262
SN,PMESII-PT-Physical Environment ,JA,RUS,-1.0502395846626975
SN,PMESII-PT-Physical Environment ,JA,USA,-1.535495031979822
SN,PMESII-PT-Physical Environment ,MY,CHN,-0.36893243285325855
SN,PMESII-PT-Physical Environment ,MY,USA,-1.0945927537977695
SN,PMESII-PT-Physical Environment ,RP,CHN,-3.491389708272342
SN,PMESII-PT-Physical Environment ,RP,RUS,-1.4321409463882446
SN,PMESII-PT-Physical Environment ,RP,USA,-1.9063128697730245
SN,PMESII-PT-Physical Environment ,SN,CHN,-0.4144226627667313
SN,PMESII-PT-Physical Environment ,SN,RUS,-5.200228214263916
SN,PMESII-PT-Physical Environment ,SN,USA,0.03986412328439993
SN,PMESII-PT-Physical Environment ,TW,CHN,-2.2669789907164297
SN,PMESII-PT-Physical Environment ,TW,USA,-1.4556492805480956
SN,PMESII-PT-Physical Environment ,VM,CHN,-2.1092393517494203
SN,PMESII-PT-Physical Environment ,VM,RUS,0.29950941034725737
SN,PMESII-PT-Physical Environment ,VM,USA,-0.18661645325747403
SN,PMESII-PT-Political,CH,CHN,-1.7138676085948927
SN,PMESII-PT-Political,CH,RUS,-2.087426733156169
SN,PMESII-PT-Political,CH,USA,-1.8599439927167136
SN,PMESII-PT-Political,ID,CHN,0.14571458372202786
SN,PMESII-PT-Political,ID,RUS,-2.3266818150877953
SN,PMESII-PT-Political,ID,USA,-0.3716189066822432
SN,PMESII-PT-Political,JA,CHN,-1.5116821429026979
SN,PMESII-PT-Political,JA,RUS,-1.9723781675100327
SN,PMESII-PT-Political,JA,USA,-0.5609803357267682
SN,PMESII-PT-Political,MY,CHN,-0.8413257762216605
SN,PMESII-PT-Political,MY,RUS,-0.9589576482772827
SN,PMESII-PT-Political,MY,USA,-1.052453578386492
SN,PMESII-PT-Political,RP,CHN,-3.503255695104599
SN,PMESII-PT-Political,RP,RUS,-0.8982036113739014
SN,PMESII-PT-Political,RP,USA,-2.1379490327090025
SN,PMESII-PT-Political,SN,CHN,-1.6262851157435425
SN,PMESII-PT-Political,SN,RUS,-2.4804028960374684
SN,PMESII-PT-Political,SN,USA,0.5194464876060992
SN,PMESII-PT-Political,TW,CHN,-2.1508809345124833
SN,PMESII-PT-Political,TW,RUS,-1.9762846231460571
SN,PMESII-PT-Political,TW,USA,-0.7883667742301311
SN,PMESII-PT-Political,VM,CHN,-0.826343102857124
SN,PMESII-PT-Political,VM,RUS,-1.1185213799277942
SN,PMESII-PT-Political,VM,USA,-1.605937655676495
SN,PMESII-PT-Social ,CH,CHN,-1.434327013426845
SN,PMESII-PT-Social ,CH,RUS,-1.8892197307820122
SN,PMESII-PT-Social ,CH,USA,-1.8605177898831327
SN,PMESII-PT-Social ,ID,CHN,0.6775851628997109
SN,PMESII-PT-Social ,ID,RUS,-0.9288693620608404
SN,PMESII-PT-Social ,ID,USA,0.052619182597845794
SN,PMESII-PT-Social ,JA,CHN,-1.2462322609890408
SN,PMESII-PT-Social ,JA,RUS,-1.0646868000427883
SN,PMESII-PT-Social ,JA,USA,-0.683320159380068
SN,PMESII-PT-Social ,MY,CHN,-0.26949475173439297
SN,PMESII-PT-Social ,MY,RUS,-0.469108780225118
SN,PMESII-PT-Social ,MY,USA,-1.0027770362322843
SN,PMESII-PT-Social ,RP,CHN,-3.669709729348741
SN,PMESII-PT-Social ,RP,RUS,-1.7452744642893474
SN,PMESII-PT-Social ,RP,USA,-2.7192239984869957
SN,PMESII-PT-Social ,SN,CHN,-0.7715829075486572
SN,PMESII-PT-Social ,SN,RUS,-2.1451393961906433
SN,PMESII-PT-Social ,SN,USA,0.6700530529660009
SN,PMESII-PT-Social ,TW,CHN,-2.028073696761715
SN,PMESII-PT-Social ,TW,RUS,-2.4938008387883506
SN,PMESII-PT-Social ,TW,USA,-1.2658464776145086
SN,PMESII-PT-Social ,VM,CHN,-1.1745188331062144
SN,PMESII-PT-Social ,VM,RUS,-1.3875295384363695
SN,PMESII-PT-Social ,VM,USA,-1.3889523510422026
TW,PMESII-PT-Economic ,CH,CHN,-0.9555130907971608
TW,PMESII-PT-Economic ,CH,RUS,-0.807248268276453
TW,PMESII-PT-Economic ,CH,USA,-1.3712344192494001
TW,PMESII-PT-Economic ,ID,CHN,-1.320058599114418
TW,PMESII-PT-Economic ,ID,RUS,-4.112149715423584
TW,PMESII-PT-Economic ,ID,USA,1.8067985892295837
TW,PMESII-PT-Economic ,JA,CHN,0.025936204940080643
TW,PMESII-PT-Economic ,JA,RUS,-3.216635763645172
TW,PMESII-PT-Economic ,JA,USA,0.1436434854255166
TW,PMESII-PT-Economic ,MY,CHN,1.492537260055542
TW,PMESII-PT-Economic ,MY,USA,1.0627178885042667
TW,PMESII-PT-Economic ,RP,CHN,-3.1564012931452856
TW,PMESII-PT-Economic ,RP,USA,-0.2030592475618635
TW,PMESII-PT-Economic ,SN,CHN,-1.278971940279007
TW,PMESII-PT-Economic ,SN,USA,0.6117860317230225
TW,PMESII-PT-Economic ,TW,CHN,-0.8044917323158024
TW,PMESII-PT-Economic ,TW,RUS,-0.883803129196167
TW,PMESII-PT-Economic ,TW,USA,0.9377274465997044
TW,PMESII-PT-Economic ,VM,CHN,-0.3888133188088735
TW,PMESII-PT-Economic ,VM,RUS,0
TW,PMESII-PT-Economic ,VM,USA,-0.2705516169468562
TW,PMESII-PT-Information ,CH,CHN,-1.3156357538998633
TW,PMESII-PT-Information ,CH,RUS,-0.9597082204288907
TW,PMESII-PT-Information ,CH,USA,-1.3880091537070531
TW,PMESII-PT-Information ,ID,CHN,-2.1126761436462402
TW,PMESII-PT-Information ,ID,USA,1.8441994726657867
TW,PMESII-PT-Information ,JA,CHN,-2.5374415181577206
TW,PMESII-PT-Information ,JA,RUS,-4.5751633644104
TW,PMESII-PT-Information ,JA,USA,0.6892656941305507
TW,PMESII-PT-Information ,MY,USA,-1.769911527633667
TW,PMESII-PT-Information ,RP,CHN,-3.995520234107971
TW,PMESII-PT-Information ,RP,USA,-1.6985137462615967
TW,PMESII-PT-Information ,SN,CHN,-1.2121212482452393
TW,PMESII-PT-Information ,SN,USA,0.6042655408382416
TW,PMESII-PT-Information ,TW,CHN,-1.357476073612527
TW,PMESII-PT-Information ,TW,RUS,-5.325782775878906
TW,PMESII-PT-Information ,TW,USA,0.8955516492778605
TW,PMESII-PT-Information ,VM,CHN,0.05115471283594767
TW,PMESII-PT-Information ,VM,USA,1.4206987917423248
TW,PMESII-PT-Infrastructure,CH,CHN,-1.5118327660285882
TW,PMESII-PT-Infrastructure,CH,RUS,-0.8094516553812556
TW,PMESII-PT-Infrastructure,CH,USA,-1.703382117052873
TW,PMESII-PT-Infrastructure,ID,CHN,-2.453479705585374
TW,PMESII-PT-Infrastructure,ID,RUS,-4.112149715423584
TW,PMESII-PT-Infrastructure,ID,USA,0.5477601190408071
TW,PMESII-PT-Infrastructure,JA,CHN,-2.4577978493078896
TW,PMESII-PT-Infrastructure,JA,RUS,-3.447765906651815
TW,PMESII-PT-Infrastructure,JA,USA,0.14562000943855805
TW,PMESII-PT-Infrastructure,MY,USA,-2.4703216552734375
TW,PMESII-PT-Infrastructure,RP,CHN,-3.7696876153349876
TW,PMESII-PT-Infrastructure,RP,USA,-0.40838034947713214
